"","user_id","learner_id","native_pl","assessment","assess_score_first_perc","assess_score_final_perc","feedback","state","start","end","dur"
"2018",132,"P044",1,"Quiz: Topic 5 - Post-class quiz",48,48.15,NA,"Finished",2015-11-15 07:29:00,2015-11-15 07:33:00,"4 mins 52 secs"
"2019",21,NA,1,"Quiz: Topic 5 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2020",31,"P047",1,"Quiz: Topic 5 - Post-class quiz",67,66.67,NA,"Finished",2015-11-15 08:09:00,2015-11-15 08:13:00,"4 mins 25 secs"
"2021",98,"P067",1,"Quiz: Topic 5 - Post-class quiz",30,29.63,NA,"Finished",2015-11-15 08:28:00,2015-11-15 08:32:00,"4 mins 10 secs"
"2022",57,"P028",1,"Quiz: Topic 5 - Post-class quiz",28,28.33,NA,"Finished",2015-11-12 08:52:00,2015-11-12 08:56:00,"4 mins 32 secs"
"2023",110,NA,1,"Quiz: Topic 5 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2024",88,"P022",1,"Quiz: Topic 5 - Post-class quiz",70,70,NA,"Finished",2015-11-14 06:57:00,2015-11-14 07:02:00,"4 mins 59 secs"
"2025",114,"P027",1,"Quiz: Topic 5 - Post-class quiz",30,29.63,NA,"Finished",2015-11-13 01:44:00,2015-11-13 01:49:00,"4 mins 59 secs"
"2026",35,"P013",1,"Quiz: Topic 5 - Post-class quiz",59,59.26,NA,"Finished",2015-11-14 05:10:00,2015-11-14 05:13:00,"3 mins 5 secs"
"2027",58,"P004",1,"Quiz: Topic 5 - Post-class quiz",52,51.85,NA,"Finished",2015-11-14 13:41:00,2015-11-14 13:44:00,"3 mins 18 secs"
"2028",15,"P035",1,"Quiz: Topic 5 - Post-class quiz",58,58.33,NA,"Finished",2015-11-15 07:25:00,2015-11-15 07:30:00,"5 mins"
"2029",82,NA,1,"Quiz: Topic 5 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2030",73,"P039",1,"Quiz: Topic 5 - Post-class quiz",33,33.33,NA,"Finished",2015-11-15 09:58:00,2015-11-15 10:03:00,"4 mins 58 secs"
"2031",137,"P051",1,"Quiz: Topic 5 - Post-class quiz",11,11.11,NA,"Finished",2015-11-14 08:45:00,2015-11-14 08:49:00,"4 mins 12 secs"
"2032",72,"P010",1,"Quiz: Topic 5 - Post-class quiz",96,96.3,NA,"Finished",2015-11-12 04:27:00,2015-11-12 04:32:00,"4 mins 53 secs"
"2033",23,NA,1,"Quiz: Topic 5 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2034",108,"P032",1,"Quiz: Topic 5 - Post-class quiz",59,59.26,NA,"Finished",2015-11-14 13:39:00,2015-11-14 13:44:00,"4 mins 51 secs"
"2035",18,NA,0,"Quiz: Topic 5 - Post-class quiz",4,4.17,NA,"Finished",2015-11-14 16:20:00,2015-11-14 16:25:00,"5 mins"
"2036",147,NA,0,"Quiz: Topic 5 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2037",86,"P029",1,"Quiz: Topic 5 - Post-class quiz",100,100,NA,"Finished",2015-11-15 08:44:00,2015-11-15 08:49:00,"4 mins 32 secs"
"2038",30,NA,1,"Quiz: Topic 5 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2039",61,NA,1,"Quiz: Topic 5 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2040",135,"P036",1,"Quiz: Topic 5 - Post-class quiz",NA,0,"not_submitted",NA,NA,NA,NA
"2041",89,"P058",1,"Quiz: Topic 5 - Post-class quiz",63,62.5,NA,"Finished",2015-11-15 09:13:00,2015-11-15 09:18:00,"5 mins 1 sec"
"2042",76,NA,1,"Quiz: Topic 5 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2043",127,NA,1,"Quiz: Topic 5 - Post-class quiz",NA,60,"Office hours 1st take",NA,NA,NA,NA
"2044",20,"P081",1,"Quiz: Topic 5 - Post-class quiz",63,62.5,NA,"Finished",2015-11-15 08:24:00,2015-11-15 08:28:00,"3 mins 24 secs"
"2045",38,NA,0,"Quiz: Topic 5 - Post-class quiz",11,11.11,NA,"Finished",2015-11-12 20:16:00,2015-11-12 20:21:00,"5 mins 1 sec"
"2046",70,"P045",1,"Quiz: Topic 5 - Post-class quiz",63,62.96,NA,"Finished",2015-11-14 07:44:00,2015-11-14 07:49:00,"4 mins 53 secs"
"2047",37,"P016",1,"Quiz: Topic 5 - Post-class quiz",56,55.56,NA,"Finished",2015-11-14 06:42:00,2015-11-14 06:47:00,"5 mins"
"2048",125,NA,0,"Quiz: Topic 5 - Post-class quiz",19,18.52,NA,"Finished",2015-11-12 03:29:00,2015-11-12 03:34:00,"4 mins 40 secs"
"2049",103,"P011",1,"Quiz: Topic 5 - Post-class quiz",33,33.33,NA,"Finished",2015-11-15 10:32:00,2015-11-15 10:37:00,"4 mins 51 secs"
"2050",95,"P019",1,"Quiz: Topic 5 - Post-class quiz",NA,60,"oral retake",NA,NA,NA,NA
"2051",69,"P057",1,"Quiz: Topic 5 - Post-class quiz",29,29.17,NA,"Finished",2015-11-14 09:24:00,2015-11-14 09:29:00,"5 mins 1 sec"
"2052",97,"P025",1,"Quiz: Topic 5 - Post-class quiz",56,55.56,NA,"Finished",2015-11-14 13:18:00,2015-11-14 13:23:00,"4 mins 48 secs"
"2053",46,"P030",1,"Quiz: Topic 5 - Post-class quiz",30,29.63,NA,"Finished",2015-11-14 03:53:00,2015-11-14 03:58:00,"5 mins"
"2054",133,"P048",1,"Quiz: Topic 5 - Post-class quiz",59,59.26,NA,"Finished",2015-11-15 09:19:00,2015-11-15 09:23:00,"4 mins 22 secs"
"2055",67,"P018",1,"Quiz: Topic 5 - Post-class quiz",63,63.33,NA,"Finished",2015-11-13 02:33:00,2015-11-13 02:38:00,"4 mins 54 secs"
"2056",83,"P003",1,"Quiz: Topic 5 - Post-class quiz",96,96.3,NA,"Finished",2015-11-13 08:23:00,2015-11-13 08:28:00,"4 mins 59 secs"
"2057",36,"P006",1,"Quiz: Topic 5 - Post-class quiz",33,33.33,NA,"Finished",2015-11-12 03:33:00,2015-11-12 03:38:00,"5 mins"
"2058",32,NA,0,"Quiz: Topic 5 - Post-class quiz",67,66.67,NA,"Finished",2015-11-13 10:36:00,2015-11-13 10:40:00,"4 mins 7 secs"
"2059",116,"P046",1,"Quiz: Topic 5 - Post-class quiz",59,59.26,NA,"Finished",2015-11-15 09:31:00,2015-11-15 09:36:00,"4 mins 38 secs"
"2060",107,"P079",1,"Quiz: Topic 5 - Post-class quiz",NA,0,"not_submitted",NA,NA,NA,NA
"2061",81,NA,1,"Quiz: Topic 5 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2062",144,NA,0,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2063",68,NA,1,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2064",145,NA,0,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2065",92,"P034",1,"Quiz: Topic 6 - Post-class quiz",NA,80,"Office hours",NA,NA,NA,NA
"2066",26,NA,1,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2067",123,NA,0,"Quiz: Topic 6 - Post-class quiz",NA,0,"not_submitted",NA,NA,NA,NA
"2068",56,NA,1,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2069",25,NA,1,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2070",59,"P012",1,"Quiz: Topic 6 - Post-class quiz",100,100,NA,"Finished",2015-11-19 05:22:00,2015-11-19 05:27:00,"5 mins 19 secs"
"2071",129,"P020",1,"Quiz: Topic 6 - Post-class quiz",58,58.33,NA,"Finished",2015-11-21 08:06:00,2015-11-21 08:12:00,"6 mins 1 sec"
"2072",41,"P050",1,"Quiz: Topic 6 - Post-class quiz",79,79.17,NA,"Finished",2015-11-22 03:30:00,2015-11-22 03:36:00,"6 mins"
"2073",71,"P063",1,"Quiz: Topic 6 - Post-class quiz",63,62.5,NA,"Finished",2015-11-22 08:26:00,2015-11-22 08:32:00,"6 mins 1 sec"
"2074",121,"P040",1,"Quiz: Topic 6 - Post-class quiz",96,95.83,NA,"Finished",2015-11-22 07:13:00,2015-11-22 07:18:00,"5 mins 4 secs"
"2075",74,"P024",1,"Quiz: Topic 6 - Post-class quiz",88,87.5,NA,"Finished",2015-11-22 06:31:00,2015-11-22 06:37:00,"5 mins 43 secs"
"2076",143,"P021",1,"Quiz: Topic 6 - Post-class quiz",96,95.83,NA,"Finished",2015-11-20 09:55:00,2015-11-20 10:00:00,"5 mins 14 secs"
"2077",55,"P002",1,"Quiz: Topic 6 - Post-class quiz",96,95.83,NA,"Finished",2015-11-21 07:38:00,2015-11-21 07:43:00,"5 mins 24 secs"
"2078",109,NA,1,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2079",78,"P014",1,"Quiz: Topic 6 - Post-class quiz",38,37.5,NA,"Finished",2015-11-21 06:45:00,2015-11-21 06:52:00,"6 mins 1 sec"
"2080",47,"P017",1,"Quiz: Topic 6 - Post-class quiz",83,83.33,NA,"Finished",2015-11-22 06:41:00,2015-11-22 06:46:00,"5 mins"
"2081",42,"P015",1,"Quiz: Topic 6 - Post-class quiz",100,100,NA,"Finished",2015-11-22 04:54:00,2015-11-22 04:59:00,"5 mins 4 secs"
"2082",117,"P043",1,"Quiz: Topic 6 - Post-class quiz",100,100,NA,"Finished",2015-11-22 04:53:00,2015-11-22 04:58:00,"4 mins 53 secs"
"2083",101,NA,1,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2084",80,"P023",1,"Quiz: Topic 6 - Post-class quiz",100,100,NA,"Finished",2015-11-22 10:37:00,2015-11-22 10:43:00,"6 mins 1 sec"
"2085",33,NA,1,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2086",139,NA,0,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2087",54,NA,1,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2088",77,NA,1,"Quiz: Topic 6 - Post-class quiz",96,95.83,NA,"Finished",2015-11-22 04:24:00,2015-11-22 04:30:00,"6 mins"
"2089",87,NA,1,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2090",75,"P007",1,"Quiz: Topic 6 - Post-class quiz",92,91.67,NA,"Finished",2015-11-22 08:53:00,2015-11-22 08:59:00,"5 mins 56 secs"
"2091",104,"P062",1,"Quiz: Topic 6 - Post-class quiz",96,95.83,NA,"Finished",2015-11-20 00:58:00,2015-11-20 01:04:00,"5 mins 45 secs"
"2092",22,"P080",1,"Quiz: Topic 6 - Post-class quiz",96,95.83,NA,"Finished",2015-11-19 03:02:00,2015-11-19 03:07:00,"5 mins 33 secs"
"2093",105,"P056",1,"Quiz: Topic 6 - Post-class quiz",100,100,NA,"Finished",2015-11-22 10:41:00,2015-11-22 10:47:00,"6 mins"
"2094",19,NA,1,"Quiz: Topic 6 - Post-class quiz",96,95.83,NA,"Finished",2015-11-19 03:12:00,2015-11-19 03:18:00,"6 mins"
"2095",84,"P052",1,"Quiz: Topic 6 - Post-class quiz",100,100,NA,"Finished",2015-11-22 08:06:00,2015-11-22 08:11:00,"5 mins 8 secs"
"2096",132,"P044",1,"Quiz: Topic 6 - Post-class quiz",79,79.17,NA,"Finished",2015-11-22 10:40:00,2015-11-22 10:46:00,"5 mins 39 secs"
"2097",21,NA,1,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2098",31,"P047",1,"Quiz: Topic 6 - Post-class quiz",100,100,NA,"Finished",2015-11-22 09:30:00,2015-11-22 09:34:00,"4 mins 7 secs"
"2099",98,"P067",1,"Quiz: Topic 6 - Post-class quiz",96,95.83,NA,"Finished",2015-11-22 07:26:00,2015-11-22 07:31:00,"4 mins 21 secs"
"2100",57,"P028",1,"Quiz: Topic 6 - Post-class quiz",100,100,NA,"Finished",2015-11-18 11:05:00,2015-11-18 11:09:00,"4 mins 35 secs"
"2101",110,NA,1,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2102",88,"P022",1,"Quiz: Topic 6 - Post-class quiz",96,95.83,NA,"Finished",2015-11-22 07:40:00,2015-11-22 07:46:00,"6 mins"
"2103",114,"P027",1,"Quiz: Topic 6 - Post-class quiz",92,91.67,NA,"Finished",2015-11-21 07:25:00,2015-11-21 07:31:00,"6 mins"
"2104",35,"P013",1,"Quiz: Topic 6 - Post-class quiz",29,29.17,NA,"Finished",2015-11-22 03:26:00,2015-11-22 03:29:00,"3 mins 8 secs"
"2105",58,"P004",1,"Quiz: Topic 6 - Post-class quiz",46,45.83,NA,"Finished",2015-11-18 12:51:00,2015-11-18 12:56:00,"5 mins 24 secs"
"2106",15,"P035",1,"Quiz: Topic 6 - Post-class quiz",100,100,NA,"Finished",2015-11-22 07:55:00,2015-11-22 08:01:00,"5 mins 55 secs"
"2107",82,NA,1,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2108",73,"P039",1,"Quiz: Topic 6 - Post-class quiz",92,91.67,NA,"Finished",2015-11-21 08:47:00,2015-11-21 08:52:00,"5 mins 1 sec"
"2109",137,"P051",1,"Quiz: Topic 6 - Post-class quiz",92,91.67,NA,"Finished",2015-11-22 07:10:00,2015-11-22 07:15:00,"5 mins 34 secs"
"2110",72,"P010",1,"Quiz: Topic 6 - Post-class quiz",96,95.83,NA,"Finished",2015-11-20 02:51:00,2015-11-20 02:57:00,"5 mins 52 secs"
"2111",23,NA,1,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2112",108,"P032",1,"Quiz: Topic 6 - Post-class quiz",100,100,NA,"Finished",2015-11-22 06:28:00,2015-11-22 06:34:00,"5 mins 32 secs"
"2113",18,NA,0,"Quiz: Topic 6 - Post-class quiz",88,87.5,NA,"Finished",2015-11-22 10:46:00,2015-11-22 10:52:00,"6 mins"
"2114",147,NA,0,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2115",86,"P029",1,"Quiz: Topic 6 - Post-class quiz",100,100,NA,"Finished",2015-11-22 05:15:00,2015-11-22 05:21:00,"5 mins 58 secs"
"2116",30,NA,1,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2117",61,NA,1,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2118",135,"P036",1,"Quiz: Topic 6 - Post-class quiz",96,95.83,NA,"Finished",2015-11-21 10:45:00,2015-11-21 10:51:00,"6 mins 2 secs"
"2119",89,"P058",1,"Quiz: Topic 6 - Post-class quiz",79,79.17,NA,"Finished",2015-11-22 10:15:00,2015-11-22 10:21:00,"6 mins"
"2120",76,NA,1,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2121",127,NA,1,"Quiz: Topic 6 - Post-class quiz",100,100,NA,"Finished",2015-11-22 04:26:00,2015-11-22 04:31:00,"5 mins 54 secs"
"2122",20,"P081",1,"Quiz: Topic 6 - Post-class quiz",83,83.33,NA,"Finished",2015-11-22 09:52:00,2015-11-22 09:58:00,"5 mins 56 secs"
"2123",38,NA,0,"Quiz: Topic 6 - Post-class quiz",NA,0,"not_submitted",NA,NA,NA,NA
"2124",70,"P045",1,"Quiz: Topic 6 - Post-class quiz",96,95.83,NA,"Finished",2015-11-20 03:26:00,2015-11-20 03:31:00,"5 mins 37 secs"
"2125",37,"P016",1,"Quiz: Topic 6 - Post-class quiz",88,87.5,NA,"Finished",2015-11-21 05:33:00,2015-11-21 05:39:00,"5 mins 56 secs"
"2126",125,NA,0,"Quiz: Topic 6 - Post-class quiz",96,95.83,NA,"Finished",2015-11-19 06:05:00,2015-11-19 06:09:00,"4 mins 3 secs"
"2127",103,"P011",1,"Quiz: Topic 6 - Post-class quiz",100,100,NA,"Finished",2015-11-22 10:51:00,2015-11-22 10:56:00,"5 mins 40 secs"
"2128",95,"P019",1,"Quiz: Topic 6 - Post-class quiz",33,60,"oral retake","Finished",2015-11-22 09:57:00,2015-11-22 10:01:00,"3 mins 55 secs"
"2129",69,"P057",1,"Quiz: Topic 6 - Post-class quiz",63,62.5,NA,"Finished",2015-11-21 01:49:00,2015-11-21 01:55:00,"6 mins"
"2130",97,"P025",1,"Quiz: Topic 6 - Post-class quiz",96,95.83,NA,"Finished",2015-11-22 07:15:00,2015-11-22 07:21:00,"5 mins 50 secs"
"2131",46,"P030",1,"Quiz: Topic 6 - Post-class quiz",96,95.83,NA,"Finished",2015-11-21 06:28:00,2015-11-21 06:34:00,"6 mins"
"2132",133,"P048",1,"Quiz: Topic 6 - Post-class quiz",100,100,NA,"Finished",2015-11-22 08:26:00,2015-11-22 08:31:00,"5 mins 46 secs"
"2133",67,"P018",1,"Quiz: Topic 6 - Post-class quiz",17,16.67,NA,"Finished",2015-11-21 03:31:00,2015-11-21 03:37:00,"5 mins 50 secs"
"2134",83,"P003",1,"Quiz: Topic 6 - Post-class quiz",100,100,NA,"Finished",2015-11-19 07:15:00,2015-11-19 07:20:00,"4 mins 53 secs"
"2135",36,"P006",1,"Quiz: Topic 6 - Post-class quiz",79,79.17,NA,"Finished",2015-11-19 03:25:00,2015-11-19 03:31:00,"6 mins"
"2136",32,NA,0,"Quiz: Topic 6 - Post-class quiz",92,91.67,NA,"Finished",2015-11-20 09:23:00,2015-11-20 09:29:00,"5 mins 19 secs"
"2137",116,"P046",1,"Quiz: Topic 6 - Post-class quiz",83,83.33,NA,"Finished",2015-11-22 09:29:00,2015-11-22 09:36:00,"6 mins 1 sec"
"2138",107,"P079",1,"Quiz: Topic 6 - Post-class quiz",NA,0,"not_submitted",NA,NA,NA,NA
"2139",81,NA,1,"Quiz: Topic 6 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2140",144,NA,0,"Quiz: Topic 7 - Post-class quiz",100,NA,NA,"Finished",2015-11-29 08:30:00,2015-11-29 08:37:00,"6 mins 41 secs"
"2141",68,NA,1,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2142",145,NA,0,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2143",92,"P034",1,"Quiz: Topic 7 - Post-class quiz",NA,30,"office hours",NA,NA,NA,NA
"2144",26,NA,1,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2145",123,NA,0,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-26 03:22:00,2015-11-26 03:28:00,"6 mins 11 secs"
"2146",56,NA,1,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2147",25,NA,1,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2148",59,"P012",1,"Quiz: Topic 7 - Post-class quiz",83,83.33,NA,"Finished",2015-11-29 01:39:00,2015-11-29 01:44:00,"4 mins 34 secs"
"2149",129,"P020",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-29 10:49:00,2015-11-29 10:57:00,"8 mins 2 secs"
"2150",41,"P050",1,"Quiz: Topic 7 - Post-class quiz",NA,0,"not_submitted",NA,NA,NA,NA
"2151",71,"P063",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-28 08:52:00,2015-11-28 08:57:00,"4 mins 44 secs"
"2152",121,"P040",1,"Quiz: Topic 7 - Post-class quiz",NA,100,"office hours",NA,NA,NA,NA
"2153",74,"P024",1,"Quiz: Topic 7 - Post-class quiz",83,83.33,NA,"Finished",2015-11-29 10:10:00,2015-11-29 10:17:00,"7 mins 11 secs"
"2154",143,"P021",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-28 12:53:00,2015-11-28 12:57:00,"4 mins 50 secs"
"2155",55,"P002",1,"Quiz: Topic 7 - Post-class quiz",83,83.33,NA,"Finished",2015-11-27 12:17:00,2015-11-27 12:25:00,"8 mins"
"2156",109,NA,1,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2157",78,"P014",1,"Quiz: Topic 7 - Post-class quiz",83,83.33,NA,"Finished",2015-11-25 15:32:00,2015-11-25 15:36:00,"3 mins 42 secs"
"2158",47,"P017",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-29 08:31:00,2015-11-29 08:38:00,"6 mins 33 secs"
"2159",42,"P015",1,"Quiz: Topic 7 - Post-class quiz",NA,0,"not_submitted",NA,NA,NA,NA
"2160",117,"P043",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-29 01:57:00,2015-11-29 02:04:00,"7 mins 14 secs"
"2161",101,NA,1,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2162",80,"P023",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-29 10:24:00,2015-11-29 10:32:00,"8 mins"
"2163",33,NA,1,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2164",139,NA,0,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2165",54,NA,1,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2166",77,NA,1,"Quiz: Topic 7 - Post-class quiz",83,83.33,NA,"Finished",2015-11-29 08:56:00,2015-11-29 09:00:00,"4 mins 51 secs"
"2167",87,NA,1,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2168",75,"P007",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-29 07:45:00,2015-11-29 07:48:00,"2 mins 46 secs"
"2169",104,"P062",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-28 04:33:00,2015-11-28 04:40:00,"6 mins 56 secs"
"2170",22,"P080",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-26 07:54:00,2015-11-26 08:00:00,"5 mins 38 secs"
"2171",105,"P056",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-29 10:39:00,2015-11-29 10:46:00,"7 mins 24 secs"
"2172",19,NA,1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-26 02:42:00,2015-11-26 02:50:00,"7 mins 36 secs"
"2173",84,"P052",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-27 01:10:00,2015-11-27 01:15:00,"5 mins 15 secs"
"2174",132,"P044",1,"Quiz: Topic 7 - Post-class quiz",33,33.33,NA,"Finished",2015-11-29 10:43:00,2015-11-29 10:51:00,"7 mins 36 secs"
"2175",21,NA,1,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2176",31,"P047",1,"Quiz: Topic 7 - Post-class quiz",NA,100,"oral retake",NA,NA,NA,NA
"2177",98,"P067",1,"Quiz: Topic 7 - Post-class quiz",83,83.33,NA,"Finished",2015-11-29 08:39:00,2015-11-29 08:46:00,"7 mins 30 secs"
"2178",57,"P028",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-26 12:40:00,2015-11-26 12:45:00,"4 mins 48 secs"
"2179",110,NA,1,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2180",88,"P022",1,"Quiz: Topic 7 - Post-class quiz",50,50,NA,"Finished",2015-11-26 07:32:00,2015-11-26 07:40:00,"8 mins"
"2181",114,"P027",1,"Quiz: Topic 7 - Post-class quiz",NA,50,"office hours",NA,NA,NA,NA
"2182",35,"P013",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-29 01:57:00,2015-11-29 02:03:00,"5 mins 53 secs"
"2183",58,"P004",1,"Quiz: Topic 7 - Post-class quiz",50,50,NA,"Finished",2015-11-29 02:07:00,2015-11-29 02:10:00,"2 mins 57 secs"
"2184",15,"P035",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-29 10:39:00,2015-11-29 10:46:00,"7 mins 12 secs"
"2185",82,NA,1,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2186",73,"P039",1,"Quiz: Topic 7 - Post-class quiz",83,83.33,NA,"Finished",2015-11-29 03:49:00,2015-11-29 03:56:00,"6 mins 30 secs"
"2187",137,"P051",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-29 09:30:00,2015-11-29 09:37:00,"7 mins 15 secs"
"2188",72,"P010",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-26 03:11:00,2015-11-26 03:16:00,"4 mins 30 secs"
"2189",23,NA,1,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2190",108,"P032",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-28 07:25:00,2015-11-28 07:30:00,"5 mins 8 secs"
"2191",18,NA,0,"Quiz: Topic 7 - Post-class quiz",83,83.33,NA,"Finished",2015-11-29 10:00:00,2015-11-29 10:08:00,"7 mins 58 secs"
"2192",147,NA,0,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2193",86,"P029",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-29 04:36:00,2015-11-29 04:40:00,"3 mins 30 secs"
"2194",30,NA,1,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2195",61,NA,1,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2196",135,"P036",1,"Quiz: Topic 7 - Post-class quiz",83,83.33,NA,"Finished",2015-11-29 04:09:00,2015-11-29 04:13:00,"3 mins 32 secs"
"2197",89,"P058",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-29 10:06:00,2015-11-29 10:14:00,"8 mins"
"2198",76,NA,1,"Quiz: Topic 7 - Post-class quiz",NA,NA,NA,NA,NA,NA,NA
"2199",127,NA,1,"Quiz: Topic 7 - Post-class quiz",NA,0,"not_submitted",NA,NA,NA,NA
"2200",20,"P081",1,"Quiz: Topic 7 - Post-class quiz",67,66.67,NA,"Finished",2015-11-29 05:38:00,2015-11-29 05:41:00,"3 mins 13 secs"
"2201",38,NA,0,"Quiz: Topic 7 - Post-class quiz",83,83.33,NA,"Finished",2015-11-29 09:11:00,2015-11-29 09:17:00,"6 mins 51 secs"
"2202",70,"P045",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-27 05:27:00,2015-11-27 05:33:00,"5 mins 22 secs"
"2203",37,"P016",1,"Quiz: Topic 7 - Post-class quiz",100,100,NA,"Finished",2015-11-29 07:35:00,2015-11-29 07:38:00,"3 mins 14 secs"
"2204",125,NA,0,"Quiz: Topic 7 - Post-class quiz",83,83.33,NA,"Finished",2015-11-26 03:30:00,2015-11-26 03:37:00,"7 mins 28 secs"
"2205",103,"P011",1,"Quiz: Topic 7 - Post-class quiz",83,83.33,NA,"Finished",2015-11-29 10:30:00,2015-11-29 10:38:00,"8 mins"
"2206",95,"P019",1,"Quiz: Topic 7 - Post-class quiz",50,60,"oral retake","Finished",2015-11-29 07:36:00,2015-11-29 07:42:00,"5 mins 50 secs"
"2207",69,"P057",1,"Quiz: Topic 7 - Post-class quiz",83,83.33,NA,"Finished",2015-11-28 11:59:00,2015-11-28 12:07:00,"8 mins"
